movieId,title,genres,urls
1060,Swingers (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500//hBpXnx3oalanROIw9h8DDTVIF6I.jpg
1061,Sleepers (1996),Thriller,https://image.tmdb.org/t/p/w500//eoYdbtJOvyshBgIEtsoH4uBEVR9.jpg
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,https://image.tmdb.org/t/p/w500//kTH7qEyvdDYMoQraQZm3LFKCge3.jpg
1066,Shall We Dance (1937),Comedy|Musical|Romance,https://image.tmdb.org/t/p/w500//aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg
1068,Crossfire (1947),Crime|Film-Noir,https://image.tmdb.org/t/p/w500//4IKLuRSE2vbMEcM2sqpgKTgNShC.jpg
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,https://image.tmdb.org/t/p/w500//xBcfztSiG2dDrtHB4GalRmpKYjJ.jpg
1076,"Innocents, The (1961)",Drama|Horror|Thriller,https://image.tmdb.org/t/p/w500//dqvkxOLmnHgDOqZlT7GgMWEQViR.jpg
1077,Sleeper (1973),Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500//YTYSziZZP5aXt5CDvdEMwKDzme.jpg
1078,Bananas (1971),Comedy|War,https://image.tmdb.org/t/p/w500//At3rXd39FZgNiuQc2C8rln2nE8H.jpg
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,https://image.tmdb.org/t/p/w500//hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg
1080,Monty Python's Life of Brian (1979),Comedy,https://image.tmdb.org/t/p/w500//lSSA64WF0M0BXnjwr2quMh6shCl.jpg
1081,Victor/Victoria (1982),Comedy|Musical|Romance,https://image.tmdb.org/t/p/w500//u1aMgr6pcMJ486IgEXRY3YYsHIK.jpg
1082,"Candidate, The (1972)",Drama,https://image.tmdb.org/t/p/w500//j0L0xEFawqZJE8Ik3JRKqKL3mLH.jpg
1083,"Great Race, The (1965)",Comedy|Musical,https://image.tmdb.org/t/p/w500//9rL8GWuFdO3fLXcNV9rZRHskoOn.jpg
1084,Bonnie and Clyde (1967),Crime|Drama,https://image.tmdb.org/t/p/w500//sCSQFK9kMsprT4jgWqgw82dT6WI.jpg
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,https://image.tmdb.org/t/p/w500//fvzw2rXqSObcBc1RAIWYW7CzLuj.jpg
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500//4KKiFDvtEusJzqzlwHp7iMceXKS.jpg
1088,Dirty Dancing (1987),Drama|Musical|Romance,https://image.tmdb.org/t/p/w500//9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500//xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg
1090,Platoon (1986),Drama|War,https://image.tmdb.org/t/p/w500//8hDlxJZYCJJLRHbSk7hsRQ9SNp7.jpg
1091,Weekend at Bernie's (1989),Comedy,https://image.tmdb.org/t/p/w500//a5FcWYJemR3jR8BrYihEorWRCDr.jpg
1092,Basic Instinct (1992),Crime|Mystery|Thriller,https://image.tmdb.org/t/p/w500//76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg
1093,"Doors, The (1991)",Drama,https://image.tmdb.org/t/p/w500//qumlmYYopqgAQUdwT9wgVyhxBBb.jpg
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,https://image.tmdb.org/t/p/w500//ynEfiiwS0dosbPjzGqBLo7FXMlD.jpg
1095,Glengarry Glen Ross (1992),Drama,https://image.tmdb.org/t/p/w500//nGZCeCfNseq1ee3cJLBp0rH0djT.jpg
1096,Sophie's Choice (1982),Drama,https://image.tmdb.org/t/p/w500//6zayvLCWvF8ImK5UqwRUbETcpVU.jpg
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,https://image.tmdb.org/t/p/w500//an0nD6uq6byfxXCfk6lQBzdL2J1.jpg
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,https://image.tmdb.org/t/p/w500//oyGb5JpEYMEqDDjfJKLEvPTVSjK.jpg
1100,Days of Thunder (1990),Action|Drama|Romance,https://image.tmdb.org/t/p/w500//4kHzXHRJGcRxxRvkCvb5yTxZwml.jpg
1101,Top Gun (1986),Action|Romance,https://image.tmdb.org/t/p/w500//xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg
1103,Rebel Without a Cause (1955),Drama,https://image.tmdb.org/t/p/w500//n0oJB5fhcUth9ZbHziwsFuR38gT.jpg
1104,"Streetcar Named Desire, A (1951)",Drama,https://image.tmdb.org/t/p/w500//aicdlO5vt7z2ARm279eGzJeYCLQ.jpg
1105,Children of the Corn IV: The Gathering (1996),Horror,https://image.tmdb.org/t/p/w500//tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg
1107,Loser (1991),Comedy,https://image.tmdb.org/t/p/w500//pjl1TYISJMJMScbv3gGivYGWSSa.jpg
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,https://image.tmdb.org/t/p/w500//OPoiGrzNr5FWoczXH5Gs1cReec.jpg
1112,Palookaville (1996),Action|Comedy|Drama,https://image.tmdb.org/t/p/w500//vmlO5CbUKmqvn5BVtEprxAmNOkp.jpg
1114,"Funeral, The (1996)",Crime|Drama,https://image.tmdb.org/t/p/w500//1rlgIzw129hEl46bFaJZ7wpEEZZ.jpg
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,https://image.tmdb.org/t/p/w500//8c9Uv8sa4235QG7RsFZpCWwNSPi.jpg
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,https://image.tmdb.org/t/p/w500//f61KhRotAHpjHPHta5iykTGNgxu.jpg
1119,Drunks (1995),Drama,https://image.tmdb.org/t/p/w500//lY5E0rjsgzlxUyMtUZRlzwHqLTA.jpg
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,https://image.tmdb.org/t/p/w500//sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg
1121,Glory Daze (1995),Drama,https://image.tmdb.org/t/p/w500//b7goWSR1HFjwTHSWrarv4ycufm4.jpg
1123,"Perfect Candidate, A (1996)",Documentary,https://image.tmdb.org/t/p/w500//j0L0xEFawqZJE8Ik3JRKqKL3mLH.jpg
1124,On Golden Pond (1981),Drama,https://image.tmdb.org/t/p/w500//ic4f03J6pnf9cpQmVDABFhUpbCU.jpg
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,https://image.tmdb.org/t/p/w500//uQMIicFrH3r3jePOoYHwts4oaC3.jpg
1126,Drop Dead Fred (1991),Comedy|Fantasy,https://image.tmdb.org/t/p/w500//v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//AmJLuHjxPdIJO6vmymeWADG6jK5.jpg
1128,"Fog, The (1980)",Horror,https://image.tmdb.org/t/p/w500//fuJApAPgHrur08y6icGB5k5Umzo.jpg
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//bOXk4mF2TjMJVq8DZYUtblKOR92.jpg
1130,"Howling, The (1980)",Horror|Mystery,https://image.tmdb.org/t/p/w500//yeJ5Nj1k2NA0bBZjkZ10PvQKjTD.jpg
1131,Jean de Florette (1986),Drama|Mystery,https://image.tmdb.org/t/p/w500//sH9FP9Flff1bGiHkPEKCmOwnzDw.jpg
1132,Manon of the Spring (Manon des sources) (1986),Drama,https://image.tmdb.org/t/p/w500//1qpu6Zc1PSDL3UbDNIZJ6YuhJDW.jpg
1135,Private Benjamin (1980),Comedy,https://image.tmdb.org/t/p/w500//maIiPNXddZXKHQCi0HyULd5kces.jpg
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,https://image.tmdb.org/t/p/w500//8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg
1137,Hustler White (1996),Romance,https://image.tmdb.org/t/p/w500//1LI4muqdd7iWS6I63CDB0A9y1RV.jpg
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,https://image.tmdb.org/t/p/w500//jYDSEJYcvSI0LzwIEP1JWMMAbWh.jpg
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,https://image.tmdb.org/t/p/w500//msLmn8QJLKpG8GHwbSbvX6iYmoB.jpg
1147,When We Were Kings (1996),Documentary,https://image.tmdb.org/t/p/w500//yBkZK1JZOOJ3q5Jj1H9UP9T8YuV.jpg
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,https://image.tmdb.org/t/p/w500//hKwtMF4LdEl9sozLCr8Ur4l499p.jpg
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,https://image.tmdb.org/t/p/w500//74wCIIhCSxX63nD9pu39QwgX6Lv.jpg
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,https://image.tmdb.org/t/p/w500//A5SqoalLi3Agu5qdZykJhpGePkH.jpg
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,https://image.tmdb.org/t/p/w500//vEkp2FoxUFpCGeioWdUS4wb7ezh.jpg
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,https://image.tmdb.org/t/p/w500//b4zV75WQL68XcKRYdliCmTk5Jwc.jpg
1162,"Ruling Class, The (1972)",Comedy|Drama,https://image.tmdb.org/t/p/w500//29EZjwr3jDFWtdj9Lpq2BtCvKga.jpg
1163,Mina Tannenbaum (1994),Drama,https://image.tmdb.org/t/p/w500//7H6iZtmPqKZp1pXOzYAVqyLHX2i.jpg
1167,Dear God (1996),Comedy,https://image.tmdb.org/t/p/w500//mHc6hY6Rv7S7kS50vW2vVdHWG79.jpg
1170,Best of the Best 3: No Turning Back (1995),Action,https://image.tmdb.org/t/p/w500//ynMnizF7mCmjDe4fXuZog6Vu8i5.jpg
1171,Bob Roberts (1992),Comedy,https://image.tmdb.org/t/p/w500//j4PokuSIrmbN5oCR54D8kiI0U6a.jpg
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,https://image.tmdb.org/t/p/w500//8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,https://image.tmdb.org/t/p/w500//32iU6yyYzlHRgeOqL4RPVxotwU4.jpg
1175,Delicatessen (1991),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//bq18nae4FBPGCB8B2ZhBAEyERjq.jpg
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,https://image.tmdb.org/t/p/w500//oqRyO9xrNBRaxqF9pCHHgLuaATx.jpg
1177,Enchanted April (1992),Drama|Romance,https://image.tmdb.org/t/p/w500//b4Jrg23Q3y7p8GS7aMnPdFiEcnP.jpg
1178,Paths of Glory (1957),Drama|War,https://image.tmdb.org/t/p/w500//l2IY0gOHHmCWM90LjteFssxIV1G.jpg
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,https://image.tmdb.org/t/p/w500//zMpGfkiDIdg5bB7WGcAT3Fdrfpt.jpg
1180,Hear My Song (1991),Comedy,https://image.tmdb.org/t/p/w500//esoksvZTmL31eJw4NLfSyJV2To5.jpg
1183,"English Patient, The (1996)",Drama|Romance|War,https://image.tmdb.org/t/p/w500//yqaKkARc9Ku8mIENQt8bGVHaowJ.jpg
1184,Mediterraneo (1991),Comedy|Drama,https://image.tmdb.org/t/p/w500//79lhg29sm8R1OTa6Ulj1WJnaDoS.jpg
1185,My Left Foot (1989),Drama,https://image.tmdb.org/t/p/w500//GRAAl0bMQFoFIjV3aunc5jsM5u.jpg
1186,"Sex, Lies, and Videotape (1989)",Drama,https://image.tmdb.org/t/p/w500//cVjx7si5DsRRdU2qUp90qSUUiRm.jpg
1187,Passion Fish (1992),Drama,https://image.tmdb.org/t/p/w500//u7bjJ30DDsYKeq5bze12mY9TVrc.jpg
1188,Strictly Ballroom (1992),Comedy|Romance,https://image.tmdb.org/t/p/w500//usXL7s72m1NlcROo42Y0hpbeEdO.jpg
1189,"Thin Blue Line, The (1988)",Documentary,https://image.tmdb.org/t/p/w500//8QDnpl57NCo5zVJIGUVIetthIR6.jpg
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,https://image.tmdb.org/t/p/w500//8gwMbLfOazehKF8xxdfYZR18bH3.jpg
1191,Madonna: Truth or Dare (1991),Documentary|Musical,https://image.tmdb.org/t/p/w500//A16IjPcedRgntxfGdYCkQo4ykOH.jpg
1192,Paris Is Burning (1990),Documentary,https://image.tmdb.org/t/p/w500//3P1CqwwCqgwETklacItjUmNR2tf.jpg
1193,One Flew Over the Cuckoo's Nest (1975),Drama,https://image.tmdb.org/t/p/w500//3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg
1194,Cheech and Chong's Up in Smoke (1978),Comedy,https://image.tmdb.org/t/p/w500//lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500//2l05cFWJacyIsTpsqSgH0wQXe4V.jpg
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,https://image.tmdb.org/t/p/w500//dvjqlp2sAhUeFjUOfQDgqwpphHj.jpg
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,https://image.tmdb.org/t/p/w500//ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1199,Brazil (1985),Fantasy|Sci-Fi,https://image.tmdb.org/t/p/w500//d0PibPzCK4fVikjoD1PqHovbvkt.jpg
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,https://image.tmdb.org/t/p/w500//r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,https://image.tmdb.org/t/p/w500//bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
1202,Withnail & I (1987),Comedy,https://image.tmdb.org/t/p/w500//fAaF0qyjJJuAZO7viwYUaO2XNlF.jpg
1203,12 Angry Men (1957),Drama,https://image.tmdb.org/t/p/w500//ppd84D2i9W8jXmsyInGyihiSyqz.jpg
1204,Lawrence of Arabia (1962),Adventure|Drama|War,https://image.tmdb.org/t/p/w500//AiAm0EtDvyGqNpVoieRw4u65vD1.jpg
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//4sHeTAp65WrSSuc05nRBKddhBxO.jpg
1207,To Kill a Mockingbird (1962),Drama,https://image.tmdb.org/t/p/w500//o5icF9TCe8Ld5bWy19rPwsNyLLv.jpg
1208,Apocalypse Now (1979),Action|Drama|War,https://image.tmdb.org/t/p/w500//gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,https://image.tmdb.org/t/p/w500//qbYgqOczabWNn2XKwgMtVrntD6P.jpg
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500//xxCnFmRZ83jHTZsBiceG4IBUGoq.jpg
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,https://image.tmdb.org/t/p/w500//iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500//oIF3l7Dxp7Eyye10BNyM611wtKa.jpg
1213,Goodfellas (1990),Crime|Drama,https://image.tmdb.org/t/p/w500//aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg
1214,Alien (1979),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500//vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,https://image.tmdb.org/t/p/w500//xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,https://image.tmdb.org/t/p/w500//vbi56h6a1BGjnhq2RnUrcQZs2aV.jpg
1217,Ran (1985),Drama|War,https://image.tmdb.org/t/p/w500//FepaiApo8Yr6pNIZIeYG5kW06J.jpg
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,https://i.quotev.com/b2gtjqawaaaa.jpg
1219,Psycho (1960),Crime|Horror,https://image.tmdb.org/t/p/w500//yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,https://image.tmdb.org/t/p/w500//3DiSrcYELCLkwnjl9EZp2pkKGep.jpg
1221,"Godfather: Part II, The (1974)",Crime|Drama,https://image.tmdb.org/t/p/w500//hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
1222,Full Metal Jacket (1987),Drama|War,https://image.tmdb.org/t/p/w500//kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500//og1s6iwv73WMShgNzg0WTtmrKXy.jpg
1224,Henry V (1989),Action|Drama|Romance|War,https://image.tmdb.org/t/p/w500//ikB1oZb2EijrIEzHB3gH5P38ZWX.jpg
1225,Amadeus (1984),Drama,https://image.tmdb.org/t/p/w500//1n5VUlCqgmVax1adxGZm8oCFaKc.jpg
1226,"Quiet Man, The (1952)",Drama|Romance,https://image.tmdb.org/t/p/w500//u3B1hVKHE56yBRoxF3Nk9uxHdYN.jpg
1227,Once Upon a Time in America (1984),Crime|Drama,https://image.tmdb.org/t/p/w500//i0enkzsL5dPeneWnjl1fCWm6L7k.jpg
1228,Raging Bull (1980),Drama,https://image.tmdb.org/t/p/w500//rEviyDWNbAFmvvCPlkMRPAGUElG.jpg
1230,Annie Hall (1977),Comedy|Romance,https://image.tmdb.org/t/p/w500//dEtjPywhDbAXYjoFfhBC4U9unU7.jpg
1231,"Right Stuff, The (1983)",Drama,https://image.tmdb.org/t/p/w500//btqTjNRxecYgQ1FGfVlLqSSNjz.jpg
1232,Stalker (1979),Drama|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w500//g6aZ3KUntef8IbT16uMNSkcUPe1.jpg
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,https://image.tmdb.org/t/p/w500//oBmkWz21T6soSIk2dapGSvqSs9h.jpg
1234,"Sting, The (1973)",Comedy|Crime,https://image.tmdb.org/t/p/w500//fpxhmgeCuPQOeatfeCPwtOwUwlb.jpg
1235,Harold and Maude (1971),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg
1236,Trust (1990),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//tVmymE4f7QgekI0Cp59lXtERspf.jpg
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,https://image.tmdb.org/t/p/w500//wcZ21zrOsy0b52AfAF50XpTiv75.jpg
1238,Local Hero (1983),Comedy,https://image.tmdb.org/t/p/w500//jqxD0H9a1rg5bXftsm6gsNOjt4n.jpg
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//qvktm0BHcnmDpul4Hz01GIazWPr.jpg
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,https://image.tmdb.org/t/p/w500//8ppAsvY7HPoNzNvAmkgjx7FTRpw.jpg
1242,Glory (1989),Drama|War,https://image.tmdb.org/t/p/w500//tubPIJJah9iJ9eDHXxaxjLdOcQd.jpg
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,https://i.quotev.com/b2gtjqawaaaa.jpg
1244,Manhattan (1979),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,https://image.tmdb.org/t/p/w500//i83gYdglRCjCRLSsmCk5nRWRmDM.jpg
1246,Dead Poets Society (1989),Drama,https://image.tmdb.org/t/p/w500//ai40gM7SUaGA6fthvsd87o8IQq4.jpg
1247,"Graduate, The (1967)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//z1Z1tZMR66RxcNeHbwoEhYeqOlP.jpg
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,https://image.tmdb.org/t/p/w500//1pvRgmfBaoMczIJBOi9gCOZ4FMC.jpg
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,https://image.tmdb.org/t/p/w500//1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,https://image.tmdb.org/t/p/w500//7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
1251,8 1/2 (8½) (1963),Drama|Fantasy,https://image.tmdb.org/t/p/w500//hcpts7JJ6Yv3da4QCmpDlrfQ2k5.jpg
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w500//7ljxmU9L0ugUvyyg0GBkFaarjEq.jpg
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500//mrw9NShY6I2FgXwk8Ge437pn08N.jpg
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,https://image.tmdb.org/t/p/w500//pWcst7zVbi8Z8W6GFrdNE7HHRxL.jpg
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,https://image.tmdb.org/t/p/w500//f0QHSGkvgjvXlmPfIaoco1jxLh6.jpg
1256,Duck Soup (1933),Comedy|Musical|War,https://image.tmdb.org/t/p/w500//31t63plEGKHhYuuCpC9bFWO9SBS.jpg
1257,Better Off Dead... (1985),Comedy|Romance,https://image.tmdb.org/t/p/w500//pHmbSkpxdB7jXozrovEfacArtW0.jpg
1258,"Shining, The (1980)",Horror,https://image.tmdb.org/t/p/w500//nRj5511mZdTl4saWEPoj9QroTIu.jpg
1259,Stand by Me (1986),Adventure|Drama,https://image.tmdb.org/t/p/w500//vBv8iOFPLnXmtELUjcFc7OKHsR4.jpg
1260,M (1931),Crime|Film-Noir|Thriller,https://image.tmdb.org/t/p/w500//sexnKxpAOl0wfixYC3RataZD4pI.jpg
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,https://image.tmdb.org/t/p/w500//4zqCKJVHUolGs6C5AZwAZqLWixW.jpg
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,https://image.tmdb.org/t/p/w500//gBH4H8UMFxl139HaLz6lRuvsel8.jpg
1263,"Deer Hunter, The (1978)",Drama|War,https://image.tmdb.org/t/p/w500//bbGtogDZOg09bm42KIpCXUXICkh.jpg
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,https://image.tmdb.org/t/p/w500//blTl1PUKGDxAilKyitsIF3gVcwg.jpg
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,https://image.tmdb.org/t/p/w500//katMtDlCbCIi7KheS2ENUjLOben.jpg
1266,Unforgiven (1992),Drama|Western,https://image.tmdb.org/t/p/w500//yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,https://image.tmdb.org/t/p/w500//4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg
1268,Pump Up the Volume (1990),Comedy|Drama,https://image.tmdb.org/t/p/w500//s1SyKrARJG2R7FyS4zkNdaekLAW.jpg
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,https://image.tmdb.org/t/p/w500//xG1GEEQGgExKl0WT5sRo1Arst5D.jpg
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500//fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,https://image.tmdb.org/t/p/w500//pnn2azXtMvDPqY5EZNGbndAxJmr.jpg
1272,Patton (1970),Drama|War,https://image.tmdb.org/t/p/w500//rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg
1273,Down by Law (1986),Comedy|Drama|Film-Noir,https://image.tmdb.org/t/p/w500//4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,https://image.tmdb.org/t/p/w500//neZ0ykEsPqxamsX6o5QNUFILQrz.jpg
1275,Highlander (1986),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500//8Z8dptJEypuLoOQro1WugD855YE.jpg
1276,Cool Hand Luke (1967),Drama,https://image.tmdb.org/t/p/w500//4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500//80XJ5UkGuYTKDuALeG03BLk1OT1.jpg
1278,Young Frankenstein (1974),Comedy|Fantasy,https://image.tmdb.org/t/p/w500//c6335WJCZO8NK5wehHk5sA9Cypv.jpg
1279,Night on Earth (1991),Comedy|Drama,https://image.tmdb.org/t/p/w500//ktejUHCo6c8DekpOtR3uSb6oDXr.jpg
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,https://image.tmdb.org/t/p/w500//j6MGZpg55cTqlHHwahBtzI2qQg1.jpg
1281,"Great Dictator, The (1940)",Comedy|Drama|War,https://image.tmdb.org/t/p/w500//1QpO9wo7JWecZ4NiBuu625FiY1j.jpg
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,https://image.tmdb.org/t/p/w500//5m9njnidjR0syG2gpVPVgcEMB2X.jpg
1283,High Noon (1952),Drama|Western,https://image.tmdb.org/t/p/w500//bc1x6kIO9oF30y3IMFuKMJV2uOj.jpg
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,https://image.tmdb.org/t/p/w500//lraHo9D8c0YWfxsKqT5P5sVqMKN.jpg
1285,Heathers (1989),Comedy,https://image.tmdb.org/t/p/w500//dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg
1286,Somewhere in Time (1980),Drama|Romance,https://image.tmdb.org/t/p/w500//hmdegiSwVYUNvEfihaE3HRM3Sos.jpg
1287,Ben-Hur (1959),Action|Adventure|Drama,https://image.tmdb.org/t/p/w500//m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg
1288,This Is Spinal Tap (1984),Comedy,https://image.tmdb.org/t/p/w500//z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,https://i.quotev.com/b2gtjqawaaaa.jpg
1290,Some Kind of Wonderful (1987),Drama|Romance,https://image.tmdb.org/t/p/w500//dfFl2m8hWmPFtBsme3tEOXbZLnr.jpg
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,https://image.tmdb.org/t/p/w500//sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg
1292,Being There (1979),Comedy|Drama,https://image.tmdb.org/t/p/w500//3RO3jbCKEey2T9bYFkYt9xpwen9.jpg
1293,Gandhi (1982),Drama,https://image.tmdb.org/t/p/w500//rOXftt7SluxskrFrvU7qFJa5zeN.jpg
1295,"Unbearable Lightness of Being, The (1988)",Drama,https://image.tmdb.org/t/p/w500//g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg
